doc_id,word,label,context
192,delirium,Disease,...Incidence of postoperative delirium is high even in a population without kn...
193,post,Disease,...PURPOSE : Postoperative delirium is a recognized compl...
193,delirium,Disease,...PURPOSE : Postoperative delirium is a recognized complication in populat...
194,post,Disease,...dy is to assess the prevalence of early postoperative delirium in a population witho...
194,delirium,Disease,...s the prevalence of early postoperative delirium in a population without known risk fact...
199,post,Disease,...Early postoperative delirium incidence risk factor...
199,delirium,Disease,...Early postoperative delirium incidence risk factors were then assess...
200,confusion,Disease,"...RESULTS : According to the confusion assessment method for the ICU scale , 2..."
200,post,Disease,...% of patients were diagnosed with early postoperative delirium ....
200,delirium,Disease,...were diagnosed with early postoperative delirium ....
208,post,Disease,...02 ). CONCLUSION : In this study early postoperative delirium was found to be a ver...
208,delirium,Disease,...ION : In this study early postoperative delirium was found to be a very common complicat...
210,neuroto,Disease,...A single neurotoxic dose of methamphetamine induces a lo...
210,behaviour,Disease,...uces a long - lasting depressive - like behaviour in mice ....
216,dopa,Chemical,"...a reduction in the levels of dopamine , DOPAC and HVA , tyrosine hydroxylase and ser..."
216,serot,Chemical,"...OPAC and HVA , tyrosine hydroxylase and serotonin , observed at both 3 and 49 days po..."
223,tuberculous,Disease,...ment with multiple second - line anti - tuberculous drugs including linezolid and ethambuto...
223,tuberculosis,Disease,...hambutol for extensively drug-resistant tuberculosis ( XDR-TB ) presented to us with painles...
223,xdr,Disease,...tensively drug-resistant tuberculosis ( XDR-TB ) presented to us with painless prog...
223,tb,Disease,...ively drug-resistant tuberculosis ( XDR-TB ) presented to us with painless progres...
224,defective,Disease,...Color vision was defective and fundus examination revealed optic d...
231,pro,Disease,"...lar tachycardia , fibrillation , or QRS prolongation ...."
237,last,Disease,...pontaneous circulation in this model of LAST ....
239,thrombocytopenia,Disease,...Incidence of heparin - induced thrombocytopenia type II and postoperative recovery of p...
240,end,Disease,...UND : Thrombocytopenia in patients with end-stage liver disease is a common disorde...
241,hit,Disease,...in - induced thrombocytopenia type II ( HIT type II ) as a cause of thrombocytopeni...
243,end,Disease,...n January 2006 and December 2010 due to end-stage or malignant liver disease ....
244,hit,Disease,"...se of platelets , and clinical signs of HIT type II were analyzed ...."
246,end,Disease,"... , significantly influenced by Model of End-Stage Liver Disease score and liver cir..."
249,hit,Disease,...95 %) patients with a background of HIT type II ....
250,end,Disease,"...: The incidence of HIT in patients with end-stage hepatic failure is , with about 1..."
252,hit,Disease,"...For further reduction of HIT type II , the use of intravenous hepari..."
253,a,Disease,...Takotsubo syndrome ( or apical ballooning syndrome ) secondary to...
259,stress,Disease,...There was no evidence of any recent stress or status migrainosus ....
272,glut,Chemical,"...1 is a protein with pivotal function in glutamate transmission , which has been rela..."
285,d,Disease,...Crocin improves lipid dysregulation in subacute diazinon exposu...
291,chole,Chemical,...of crocin on diazinon induced disturbed cholesterol homeostasis was studied ....
293,ch,Chemical,"... diazinon ( 15 mg / kg ). The levels of cholesterol , triglyceride and LDL in bloo..."
293,t,Chemical,"... mg / kg ). The levels of cholesterol , triglyceride and LDL in blood of rats wer..."
295,ch,Chemical,"...gnificantly increased concentrations of cholesterol , triglyceride and LDL ...."
295,t,Chemical,"...creased concentrations of cholesterol , triglyceride and LDL ...."
299,g,Chemical,...GEM - P chemotherapy is active in the tre...
299,p,Chemical,...GEM - P chemotherapy is active in the treatment...
309,toxic,Disease,...The most common grade 3 / 4 toxicities were haematological : neutropenia ...
309,g,Chemical,...%. Median follow - up from the start of GEM - P was 4 ....
309,p,Chemical,...ian follow - up from the start of GEM - P was 4 ....
314,d,Disease,...singly associated with psychobiological dysfunction ....
316,cort,Chemical,...axis through assessing the secretion of cortisol across the diurnal period ....
319,co,Chemical,"... , all participants exhibited a typical cortisol profile , though light users had ..."
321,cort,Chemical,...erences were also observed in afternoon cortisol levels and in overall cortisol secr...
321,cort,Chemical,...fternoon cortisol levels and in overall cortisol secretion across the day ....
323,m,Disease,...he increased psychological and physical morbidity associated with heavy recreatio...
325,lating,Chemical,...BACKGROUND : Ifosfamide is an alkylating agent useful in the treatment of a wide...
325,cancer,Disease,"...ful in the treatment of a wide range of cancers including sarcomas , lymphoma , gyneco..."
330,non,Disease,... while one patient developed continuous non-convulsive status epilepticus ( NCSE ) ...
337,cin,Disease,...ted to contrast - induced nephropathy ( CIN ) in hospitalised patients with cancer ...
341,cin,Disease,...CIN was defined as an increase in serum cre...
349,c,Disease,...017 ). CIN was significantly more after treatmen...
353,bevacizuma,Chemical,...Hypertension and the combination of bevacizumab / irinotecan may be additional risk fa...
353,cin,Disease,...ecan may be additional risk factors for CIN development ....
354,cin,Disease,...NTS :. Contrast - induced nephropathy ( CIN ) is a concern for oncological patients...
354,cin,Disease,...r oncological patients undergoing CT .. CIN occurs more often when CT is performed ...
356,desvenlafaxin,Chemical,...one ( SIADH ) secretion associated with desvenlafaxine ....
363,si,Disease,...DISCUSSION : SIADH has been widely reported with a rang...
363,antide,Chemical,...as been widely reported with a range of antidepressants ....
363,press,Disease,...n widely reported with a range of antidepressants ....
365,antidepressants,Chemical,...ns should be aware of the potential for antidepressants to cause hyponatremia...
371,pyrimid,Chemical,...ge ( strand breaks ( SBs ) and oxidized pyrimidines ) and decreased TAP ....
374,ne,Disease,"...011 ), necrosis ( R = 1 ...."
382,ne,Disease,"...018 ), and necrosis ( R =- 0 ...."
394,biliru,Chemical,"...Pugh score before surgery , serum total bilirubin after surgery , and trough TAC level..."
394,ta,Chemical,"...al bilirubin after surgery , and trough TAC level ...."
401,ono,Chemical,...The flavonoid apigenin delays forgetting of passive...
402,ono,Chemical,...erformed to study the effect of the flavonoid apigenin ( 20 mg / kg intraperitoneal...
410,ch,Chemical,...Cholecystokinin-octapeptide restored morph...
410,kinin,Chemical,...Cholecystokinin-octapeptide restored morphine - induced...
410,octapeptide,Chemical,...Cholecystokinin-octapeptide restored morphine - induced hippocampal...
411,cholecystokinin,Chemical,"...Cholecystokinin-octapeptide ( CCK-8 ), which is a typic..."
411,o,Chemical,"...Cholecystokinin-octapeptide ( CCK-8 ), which is a typical..."
411,ap,Chemical,"...Cholecystokinin-octapeptide ( CCK-8 ), which is a typical bra..."
411,cck,Chemical,"...Cholecystokinin-octapeptide ( CCK-8 ), which is a typical brain - gut pep..."
411,8,Chemical,"...Cholecystokinin-octapeptide ( CCK-8 ), which is a typical brain - gut pepti..."
416,cc,Chemical,"...ficantly attenuated hippocampal LTP and CCK-8 ( 1ug , i ...."
419,cck,Chemical,"...Furthermore , microinjection of CCK-8 ( 0 ...."
419,8,Chemical,"...Furthermore , microinjection of CCK-8 ( 0 ...."
426,cc,Chemical,"...v ) reversed the effects of CCK-8 , but the CCK1 receptor antagonist L..."
426,l,Chemical,"...CK-8 , but the CCK1 receptor antagonist L - 364 , 718 ( 10ug , i ...."
426,364,Chemical,"... , but the CCK1 receptor antagonist L - 364 , 718 ( 10ug , i ...."
426,71,Chemical,"... the CCK1 receptor antagonist L - 364 , 718 ( 10ug , i ...."
429,cck,Chemical,...The present results demonstrate that CCK-8 attenuates the effect of morphine on ...
429,8,Chemical,...he present results demonstrate that CCK-8 attenuates the effect of morphine on hi...
429,cc,Chemical,...and suggest an ameliorative function of CCK-8 on morphine - induced memory impairm...
429,8,Chemical,...suggest an ameliorative function of CCK-8 on morphine - induced memory impairment...
433,neuro,Disease,...TNF - a indicating glial activation and neuroinflammation ....
436,yna,Disease,...ns unaltered indicating selective post synaptic neurotoxicity ....
437,yna,Disease,"...vation , apoptotic cell death and post synaptic neurotoxicity in rat brain ...."
441,ni,Chemical,"...vel of GFAP , CD11b , TNF - a , ROS and nitrite levels were increased ...."
446,cin,Disease,...TIVE : Contrast - induced nephropathy ( CIN ) significantly increases the morbidity...
447,cin,Disease,"...calcium channel blocker , in preventing CIN ...."
448,i,Chemical,...nts who were administered 30 - 60 mL of iodinated contrast agent for percutaneous...
452,de,Chemical,"...was administered a solution that of 5 % dextrose and sodium bicarbonate , while th..."
452,tro,Chemical,"... administered a solution that of 5 % dextrose and sodium bicarbonate , while the th..."
454,un,Chemical,...atients ' plasma blood urea nitrogen ( BUN ) and creatinine levels were measured o...
460,leucovorin,Chemical,"...cations in intrathecal ( IT ) therapy , leucovorin rescue , and frequency of systemic MTX ..."
466,p,Chemical,...Significantly more P9605 patients developed leukoencephalopa...
466,605,Chemical,...Significantly more P9605 patients developed leukoencephalopathy ...
466,p,Chemical,"...loped leukoencephalopathy compared with P9201 patients ( 68 %, 95 % confidence in..."
466,20,Chemical,"...ped leukoencephalopathy compared with P9201 patients ( 68 %, 95 % confidence inter..."
472,m,Chemical,...pports ongoing concerns about intensive MTX...
472,x,Chemical,...orts ongoing concerns about intensive MTX...
473,overdosage,Disease,...Tranexamic acid overdosage - induced generalized seizure in renal ...
478,ton,Disease,"...TNA , she had an episode of generalized tonic clonic convulsions ...."
483,over,Disease,...se of convulsions was believed to be an overdose of TNA...
492,as,Disease,...tissue samples were collected following asystole ....
497,cardiotox,Disease,...ayed the onset of bupivacaine - induced cardiotoxic effects as well as reduced plasma bup...
500,stat,Chemical,...Although statins are generally well - tolerated drugs...
503,crea,Chemical,...His laboratory values showed elevated creatine kinase and transaminases ....
506,stat,Chemical,"...Therefore , when prescribing statins , the possibility of hepatic damage..."
571,v,Disease,...Vasovagal syncope and severe bradycardia ...
584,la,Chemical,...Antioxidant effects of bovine lactoferrin on dexamethasone - induced hyp...
584,of,Chemical,...Antioxidant effects of bovine lactoferrin on dexamethasone - induced hyperte...
584,rin,Chemical,...Antioxidant effects of bovine lactoferrin on dexamethasone - induced hypertension...
587,lf,Chemical,...the effect of chronic administration of LF on oxidative stress and hypertension up...
593,h2o,Chemical,...Plasma hydrogen peroxide ( H2O2 ) concentration and ferric reducing an...
594,h2,Chemical,... significantly increased SBP and plasma H2O2 level and decreased thymus and body w...
598,h2,Chemical,...gnificantly reduced the elevated plasma H2O2 and increased FRAP values ....
599,lf,Chemical,...Chronic administration of LF strongly reduced the blood pressure and...
605,post,Disease,...9 %) patients developed postoperative convulsive seizures ....
606,seizures,Disease,"...Generalised and focal seizures were identified in 68 and 32 patients ,..."
609,post,Disease,"...Independent predictors of postoperative seizures included age , female..."
615,mortality,Disease,...5 times higher in - hospital mortality rates and twice the length of hospital ...
622,impairments,Disease,...istent neurocognitive and sleep-related impairments ....
628,norm,Disease,...Normoammonemic encephalopathy : solely valpr...
629,trans,Disease,...patient had a number of admissions with transient unilateral hemiparesis with facial ...
632,n,Chemical,"...ent with encephalopathy , and low titre N-methyl-D-aspartate ( NMDA ) receptor an..."
632,methyl-d-aspartate,Chemical,"...t with encephalopathy , and low titre N-methyl-D-aspartate ( NMDA ) receptor antibodies were prese..."
638,uro,Disease,"...us system ( CNS ) effects through its neurotoxic metabolite , norpethidine , result..."
641,b,Disease,...Baboon syndrome induced by ketoconazole ....
641,syndrome,Disease,...Baboon syndrome induced by ketoconazole ....
642,eruption,Disease,... patient presented with a maculopapular eruption on the flexural areas and buttocks afte...
643,b,Disease,"...tient was diagnosed with drug - induced baboon syndrome based on his history , wh..."
644,b,Disease,...Baboon syndrome is a drug - or contact al...
645,b,Disease,...reported case of ketoconazole - induced baboon syndrome...
645,syndrome,Disease,...d case of ketoconazole - induced baboon syndrome...
653,all,Chemical,"...All-trans retinoic acid ( ATRA ), a compone..."
653,muscle,Disease,"...organ systems , including rare skeletal muscle involvement ...."
660,tx,Chemical,"...ia after the first treatment of CCNU / CTX was 30 %( 95 % confidence interval , 19..."
665,hemorrha,Disease,...ad evidence of either renal toxicity or hemorrhagic cystitis ....
665,cystitis,Disease,...of either renal toxicity or hemorrhagic cystitis ....
669,ne,Disease,...Severe nelarabine neurotoxicity in a patient who ...
669,lar,Chemical,...Severe nelarabine neurotoxicity in a patient who rec...
670,t,Disease,...- old Caucasian woman with a history of T-cell lymphoblastic lymphoma was admitte...
679,nelar,Chemical,...Nelarabine was felt to be the cause of her sy...
679,abi,Disease,...Nelarabine was felt to be the cause of her sympt...
679,ne,Chemical,...Nelarabine was felt to be the cause of her symptom...
683,h,Disease,...Valproate - induced hyperammonemic encephalopathy in a renal ...
683,mon,Disease,...Valproate - induced hyperammonemic encephalopathy in a renal transplan...
686,h,Disease,...Valproate - induced hyperammonemic encephalopathy is an uncom...
686,mon,Disease,...Valproate - induced hyperammonemic encephalopathy is an uncommon but s...
690,ne,Disease,...Necrotising fasciitis after bortezomib and...
690,wa,Disease,...aining regimen in an elderly patient of Waldenstrom macroglobulinaemia ....
690,macroglobulinaemia,Disease,...en in an elderly patient of Waldenstrom macroglobulinaemia ....
691,b,Disease,...e bacterial infections in patients with B - cell malignancies ....
693,wa,Disease,...rt a case of a 76 - year - old man with Waldenstrom macroglobulinaemia who suffere...
693,macroglobulinaemia,Disease,... a 76 - year - old man with Waldenstrom macroglobulinaemia who suffered necrotising fasciitis with...
693,ne,Disease,...enstrom macroglobulinaemia who suffered necrotising fasciitis without neutropenia ...
693,rot,Disease,...trom macroglobulinaemia who suffered necrotising fasciitis without neutropenia afte...
693,fasciitis,Disease,...oglobulinaemia who suffered necrotising fasciitis without neutropenia after the combinati...
693,rituximab,Chemical,"...tezomib , high - dose dexamethasone and rituximab ...."
702,cardiomy,Disease,"...hological analysis revealed progressive cardiomyocyte degeneration , hypertrophy / cytom..."
702,degeneration,Disease,"...ysis revealed progressive cardiomyocyte degeneration , hypertrophy / cytomegaly , and extens..."
702,c,Disease,"...diomyocyte degeneration , hypertrophy / cytomegaly , and extensive vacuolation af..."
702,omegaly,Disease,"...myocyte degeneration , hypertrophy / cytomegaly , and extensive vacuolation after two d..."
705,g,Chemical,"...tively correlated with delayed and peak gadolinium contrast enhancement , histopa..."
705,linium,Chemical,"...ly correlated with delayed and peak gadolinium contrast enhancement , histopathologica..."
708,l,Disease,"...ver , all indices predated "" clinical "" LV dysfunction..."
708,dysfunction,Disease,"... , all indices predated "" clinical "" LV dysfunction..."
714,hyperalgesia,Disease,...Areas of secondary hyperalgesia and allodynia were quantified immediate...
718,caps,Chemical,"...For capsaicin , secondary pinprick hyperalgesia ..."
718,in,Chemical,"...For capsaicin , secondary pinprick hyperalgesia was d..."
721,caps,Chemical,...83 ). Capsaicin injection was reproducible for sec...
721,in,Chemical,...83 ). Capsaicin injection was reproducible for secondar...
721,hyperalgesia,Disease,...njection was reproducible for secondary hyperalgesia ( ICC > 0 ....
723,hyperalgesia,Disease,... brush compared with areas of secondary hyperalgesia and allodynia ....
730,iop,Disease,"... to elevation of intraocular pressure ( IOP ), functional and structural loss of re..."
738,re,Chemical,"... study , we investigated the effects of Re, Rg1, and Rb1 ginsenosides , the bioact..."
738,g,Chemical,"...tigated the effects of Re, Rg1, and Rb1 ginsenosides , the bioactive components o..."
738,enosides,Chemical,"...ted the effects of Re, Rg1, and Rb1 ginsenosides , the bioactive components of ginseng ,..."
738,g,Chemical,"...senosides , the bioactive components of ginseng , on OIH ...."
742,o,Disease,...Re ( 300 mg / kg ) inhibited OIH in both the thermal sensitivity test ...
743,ginsenoside,Chemical,"...However , the Rg1 and Rb1 ginsenosides failed to prevent OIH in either test ...."
744,r,Chemical,"...Furthermore , Rg1 showed a tendency to aggravate OIH in..."
746,hemodynam,Disease,...A comparison of severe hemodynamic disturbances between dexmedetomidine ...
746,disturbances,Disease,...A comparison of severe hemodynamic disturbances between dexmedetomidine and propofol fo...
763,aging,Disease,"...in several processes including cancer , aging and cardiovascular disease , and has be..."
776,ft4,Chemical,...3 - 5 uIU / mL ) and free thyroxine ( FT4 ) was < 0 ....
780,s,Chemical,"...s , vasopressor therapy and stress dose steroids ; he was intubated and admitted ..."
787,death,Disease,...a coma in the literature report patient death despite supportive therapy and thyroid ...
787,thy,Chemical,...nt death despite supportive therapy and thyroid hormone replacement ....
789,alteplase,Chemical,...d catheter - directed thrombolysis with alteplase in an oncology patient with heparin - i...
790,alteplase,Chemical,...er - directed thrombolysis ( CDT ) with alteplase is presented ....
791,re,Disease,... : A 63 - year - old Caucasian man with renal amyloidosis undergoing peripheral bl...
795,syndrome,Disease,...ise related to superior vena cava (SVC) syndrome ....
796,alteplase,Chemical,"...us mechanical thrombectomy and CDT with alteplase were attempted , but the procedure was ..."
799,alteplase,Chemical,...Postthrombectomy continuous CDT with alteplase was commenced while argatroban was with...
800,alteplase,Chemical,"...Alteplase was discontinued , and the patient was ..."
800,war,Chemical,"...n ; ultimately , he was transitioned to warfarin for long - term anticoagulation ...."
800,n,Chemical,"...imately , he was transitioned to warfarin for long - term anticoagulation ...."
801,end,Disease,"...nt vision and hearing loss , as well as end-stage renal disease ...."
802,hit,Disease,...yloidosis and SVC syndrome secondary to HITT was successfully treated with argatrob...
807,h,Disease,"...Amphetamine ( 3 mg / kg ip ) induced hyper locomotion , apomorphine ( 1 ...."
807,locomotion,Disease,"...hetamine ( 3 mg / kg ip ) induced hyper locomotion , apomorphine ( 1 ...."
808,climbing,Disease,"... mg / kg subcutaneously [ sc ]) induced climbing , and haloperidol ( 1 ...."
811,h,Disease,"...ied out using Kruskal - Wallis test for hyper locomotion , and one - way ANOVA fo..."
813,d,Chemical,...Both DHEA 50 mg / kg ( p < 0 ....
818,otor,Disease,...ON : We observed that DHEA reduced locomotor activity and increased catalepsy at bot...
828,t,Disease,...ssay can help detect EAD for drugs with TdP...
828,p,Disease,...ay can help detect EAD for drugs with TdP...
830,em,Disease,"...N - phenylimide herbicides and produced embryolethality , teratogenicity ( mainly ..."
830,lethality,Disease,"...enylimide herbicides and produced embryolethality , teratogenicity ( mainly ventricular s..."
830,terato,Disease,"...rbicides and produced embryolethality , teratogenicity ( mainly ventricular septal def..."
834,em,Disease,"...Toxicity included embryolethality , teratogenicity , and gro..."
834,lethality,Disease,"...Toxicity included embryolethality , teratogenicity , and growth retardati..."
835,death,Disease,"... in an increased incidence of embryonic death and ventricular septal defect , but ret..."
865,epilept,Disease,"...considered to play an important role in epileptogenesis and cognitive deficits , and an..."
865,epileptic,Disease,"... , and antioxidants have a putative antiepileptic potential ...."
866,diabet,Disease,"...rmin , the most commonly prescribed antidiabetic oral drug , has antioxidant propertie..."
889,over,Disease,...Aconitine - induced Ca 2 + overload causes arrhythmia and triggers apop...
890,a,Chemical,...Aconitine is a major bioactive diterpenoi...
890,itine,Chemical,...Aconitine is a major bioactive diterpenoid alkalo...
890,diter,Chemical,...Aconitine is a major bioactive diterpenoid alkaloid with high content derive...
890,al,Chemical,...nitine is a major bioactive diterpenoid alkaloid with high content derived from he...
890,a,Chemical,...d with high content derived from herbal aconitum plants ....
891,cardiotoxicit,Disease,... (+) channels have pivotal roles in the cardiotoxicity of aconitine ....
897,du,Chemical,...deoxynucleotidyl transferase - mediated dUTP - biotin nick end labeling assay ....
909,metfromin,Chemical,...Metfromin markedly lowered isoproterenol - induce...
913,post,Disease,... pre - treatment with metformin reduces post - myocardial infarction...
924,falls,Disease,"...is global health status , confusion and falls ...."
925,sin,Disease,...trocardiogram revealed a 37 beats / min sinus bradycardia ....
925,bradycardia,Disease,...diogram revealed a 37 beats / min sinus bradycardia ....
926,adverse,Disease,...A score of 7 on the Naranjo adverse drug reaction probability scale indicat...
926,reaction,Disease,... score of 7 on the Naranjo adverse drug reaction probability scale indicates a probable ...
946,s,Chemical,...Testosterone administration ameliorates STZ - and castration - induced memory imp...
948,g,Chemical,...Garcinielliptone FC ( GFC ) isolated from...
948,g,Chemical,...Garcinielliptone FC ( GFC ) isolated from hexanic fraction seed...
949,diarrhea,Disease,...e seed decoction has been used to treat diarrheas and inflammatory diseases ....
951,gf,Chemical,"...The present study aimed to evaluate the GFC effects at doses of 25 , 50 or 75 mg /..."
951,convuls,Disease,...izure parameters to determine their anticonvulsant activity and its effects on amino ac...
967,vuls,Disease,...ults indicate that GFC can exert anticonvulsant activity and reduce the frequency of...
968,g,Chemical,"...In conclusion , our data suggest that GFC may influence in epileptogenesis and ..."
968,epilept,Disease,... data suggest that GFC may influence in epileptogenesis and promote anticonvulsant acti...
968,vuls,Disease,...e in epileptogenesis and promote anticonvulsant actions in pilocarpine model by modu...
972,nephrotox,Disease,...ing procedures ( SOP )) for potentially nephrotoxic antibiotics and the occurrence of AKI...
985,nephrot,Disease,...: Low adherence to SOPs for potentially nephrotoxic antibiotics was associated with a h...
989,vir,Disease,"...One month after starting the antiviral therapy , the patient was admitted to..."
990,vir,Disease,...At admission simvastatin and all antiviral drugs were discontinued because toxic...
991,c,Chemical,"...The creatine kinase peaked at 62 , 246 IU / L..."
993,c,Chemical,"...Fourteen days after hospitalization , creatine kinase level had returned to 230..."
997,s,Chemical,...e illustrate that telaprevir as well as statins...
998,vtd,Chemical,"...mib , thalidomide , and dexamethasone ( VTD ) as a consolidation therapy after auto..."
1000,vtd,Chemical,"...mib , thalidomide , and dexamethasone ( VTD ) as consolidation therapy in 24 Japane..."
1009,acid,Chemical,"...zed in hematoxylin and eosin , periodic acid - Schiff , and Masson ' s trichrome sta..."
1021,ne,Disease,...ed acute kidney injury by mediating the necrotic process and the expression of inf...
1021,re,Disease,"... cytokines , thus resulting in declined renal function ...."
1024,retinochoroidopathy,Disease,...59 mg ) in birdshot retinochoroidopathy ....
1027,retinochoroidopathy,Disease,...ctive case series involving 11 birdshot retinochoroidopathy patients ( 11 eyes ). Eleven patients (...
1030,intraoc,Disease,...ta on occurrence of cataract and raised intraocular pressure were collected in all eyes...
1030,pressure,Disease,...ence of cataract and raised intraocular pressure were collected in all eyes ....
1090,cardiac,Disease,"... cardiac biomarkers without any obvious cardiac issues , a phenomenon that has been lin..."
1093,s,Chemical,...onin elevation could be associated with statin induced rhabdomyolysis...
1096,deficiency,Disease,...Butyrylcholinesterase deficiency is characterized by prolonged apnea aft...
1130,dibenzothiazepine,Chemical,"...OBJECTIVE : Quetiapine is a dibenzothiazepine derivative , similar to clozapine , whi..."
1138,s,Chemical,...antebrachial cutaneous neuropathy after steroid injection at lateral epicondyle ....
1139,lacnp,Disease,...ral antebrachial cutaneous neuropathy ( LACNP ) that occurred after a steroid injecti...
1139,s,Chemical,...ropathy ( LACNP ) that occurred after a steroid injection in the lateral epicondy...
1140,stero,Chemical,... ; the paresthesia had occurred after a steroid injection in the right lateral epicon...
1147,lacnp,Disease,...port describes the case of a woman with LACNP that developed after a steroid injectio...
1147,s,Chemical,...woman with LACNP that developed after a steroid injection for the treatment of la...
1151,n,Chemical,...ase - associated lipocalin ( NGAL ) and N - acetyl b - D - glucosaminidase ( NAG ...
1151,b,Chemical,"...iated lipocalin ( NGAL ) and N - acetyl b - D - glucosaminidase ( NAG ), upregula..."
1151,ne,Disease,...w and claudin - 2 expression besides of necrosis and apoptosis of tubular cells on...
1183,oz,Chemical,... : This study describes associations of ozone and fine particulate matter with Par...
1186,oz,Chemical,...ssociations of Parkinson's disease with ozone ( odds ratio = 1 ....
1196,i,Chemical,...Recent research suggested that IUGR is a risk factor for glomerulosclero...
1197,pce,Chemical,"...However , whether PCE could induce glomerulosclerosis and its..."
1198,pce,Chemical,...lomerulosclerosis in adult offspring by PCE and its intrauterine programming mechan...
1200,p,Disease,...that the adult offspring kidneys in the PCE group exhibited glomerulosclerosis as...
1200,inter,Disease,"...exhibited glomerulosclerosis as well as interstitial fibrosis , accompanied by elevat..."
1200,fibrosis,Disease,"...merulosclerosis as well as interstitial fibrosis , accompanied by elevated levels of ser..."
1204,pce,Chemical,"...ions in fetal kidneys were inhibited by PCE , associated with the repression of the..."
1205,pce,Chemical,...These results demonstrated that PCE could induce dysplasia of fetal kidneys...
1205,dysplasia,Disease,...ults demonstrated that PCE could induce dysplasia of fetal kidneys as well as glomerulosc...
1205,kidney,Disease,...hat PCE could induce dysplasia of fetal kidneys as well as glomerulosclerosis of adult...
1206,"1,3",Chemical,"...1,3-Butadiene , CML and the t ( 9 : 22 ) tr..."
1206,butadiene,Chemical,"...1,3-Butadiene , CML and the t ( 9 : 22 ) translocatio..."
1206,cm,Chemical,"...1,3-Butadiene , CML and the t ( 9 : 22 ) translocation : A..."
1207,"1,3",Chemical,"...UNASSIGNED : Epidemiological studies of 1,3-butadiene have suggest that exposures t..."
1207,butadiene,Chemical,"...SIGNED : Epidemiological studies of 1,3-butadiene have suggest that exposures to humans a..."
1209,"1,3",Chemical,"...We have proposed that 1,3-butadiene metabolites be so tested as a..."
1209,butadiene,Chemical,"...We have proposed that 1,3-butadiene metabolites be so tested as a reality c..."
1213,"1,3",Chemical,"...ns that will be required for studies of 1,3-butadiene..."
1213,butadiene,Chemical,"...hat will be required for studies of 1,3-butadiene..."
1215,car,Disease,"... herbicide , is classified as a Group C carcinogen by the U ...."
1222,cancer,Disease,"...en metolachlor use and incidence of all cancers combined ( n = 5 , 701 with a 5 - year..."
1222,cancer,Disease,... 5 - year lag ) or most site - specific cancers ....
1230,arsenic,Chemical,... exposed to harmful levels of inorganic arsenic ( iAs ) in their drinking water ....
1231,as,Chemical,...Inorganic As exposure during key developmental perio...
