doc_id,word,label,context
743,rb1,Chemical,"...However , the Rg1 and Rb1 ginsenosides failed to prevent OIH in e..."
743,ginsenosides,Chemical,"...However , the Rg1 and Rb1 ginsenosides failed to prevent OIH in either test ...."
755,sedative,Chemical,... ( heart rate < 50 beats / min ) during sedative infusion ....
763,aging,Disease,"...in several processes including cancer , aging and cardiovascular disease , and has be..."
780,vasopressor,Chemical,"... dL ). He received intravenous fluids , vasopressor therapy and stress dose steroids ; he w..."
789,alteplase,Chemical,...d catheter - directed thrombolysis with alteplase in an oncology patient with heparin - i...
790,alteplase,Chemical,...er - directed thrombolysis ( CDT ) with alteplase is presented ....
796,alteplase,Chemical,"...us mechanical thrombectomy and CDT with alteplase were attempted , but the procedure was ..."
799,alteplase,Chemical,...Postthrombectomy continuous CDT with alteplase was commenced while argatroban was with...
800,alteplase,Chemical,"...Alteplase was discontinued , and the patient was ..."
827,ead,Disease,"... , produced early afterdepolarization ( EAD ). hiPS - CMs using MEA system and FPDc..."
828,ead,Disease,...o shows that this assay can help detect EAD for drugs with TdP...
838,antineoplastic,Disease,...BACKGROUND : Cisplatin is a widely used antineoplastic ....
865,epileptogenesis,Disease,"...considered to play an important role in epileptogenesis and cognitive deficits , and antioxidan..."
865,antioxidants,Chemical,"...ptogenesis and cognitive deficits , and antioxidants have a putative antiepileptic potential..."
866,antidiabetic,Disease,"...etformin , the most commonly prescribed antidiabetic oral drug , has antioxidant properties ..."
871,kindling,Disease,"...metformin suppressed the progression of kindling , ameliorated the cognitive impairment ..."
873,p53,Chemical,...P53 inhibition exacerbates late - stage ant...
883,p53,Chemical,...e data suggest an explanation as to how p53 inhibition can result in cardioprotecti...
889,apoptosis,Disease,...overload causes arrhythmia and triggers apoptosis through p38 MAPK signaling pathway in r...
904,ampk,Chemical,"...ion of AMP - activated protein kinase ( AMPK ). In the present study , the effect of..."
904,ampk,Chemical,...dial infarction and their relation with AMPK were assessed ....
904,tlr4,Chemical,...ysfunction and toll - like receptor 4 ( TLR4 ) activities following myocardial infar...
909,metfromin,Chemical,...Metfromin markedly lowered isoproterenol - induce...
909,myd88,Chemical,"... , myeloid differentiation protein 88 ( MyD88 ), tumor necrosis factor - alpha ( TNF ..."
924,falls,Disease,"...is global health status , confusion and falls ...."
951,acetylcholinesterase,Chemical,... and glutathione ) levels as well as on acetylcholinesterase ( AChE ) activity in mice hippocampus a...
951,ache,Chemical,...ls as well as on acetylcholinesterase ( AChE ) activity in mice hippocampus after se...
968,epileptogenesis,Disease,... data suggest that GFC may influence in epileptogenesis and promote anticonvulsant actions in p...
969,antibiotic,Chemical,...Standard operating procedures for antibiotic therapy and the occurrence of acute kid...
985,antibiotics,Chemical,...nce to SOPs for potentially nephrotoxic antibiotics was associated with a higher occurrence...
989,antiviral,Chemical,"...One month after starting the antiviral therapy , the patient was admitted to t..."
1009,schiff,Chemical,"...hematoxylin and eosin , periodic acid - Schiff , and Masson ' s trichrome stains ...."
1010,ngal,Chemical,... treated rats presented proteinuria and NGAL ( serum and urinary ) as the best marke...
1011,mtor,Chemical,"... kidney lesions and TGF - b , NF - kb , mTOR , PCNA , TP53 , KIM - 1 , and CTGF as r..."
1011,pcna,Chemical,"... lesions and TGF - b , NF - kb , mTOR , PCNA , TP53 , KIM - 1 , and CTGF as relevant..."
1011,tp53,Chemical,"...s and TGF - b , NF - kb , mTOR , PCNA , TP53 , KIM - 1 , and CTGF as relevant gene a..."
1011,ctgf,Chemical,"...kb , mTOR , PCNA , TP53 , KIM - 1 , and CTGF as relevant gene and protein changes ...."
1012,tbars,Chemical,"... changes in serums TGF - b and IL - 7 , TBARs clearance , and kidney TGF - b and mTOR..."
1012,mtor,Chemical,"...BARs clearance , and kidney TGF - b and mTOR ...."
1013,ngal,Chemical,"... ( absent / mild grade lesions ), while NGAL ( serum versus urine ) seems to be a fe..."
1015,cytokines,Chemical,...ubular necrosis score and up - regulate cytokines ( e ....
1070,water,Chemical,...ducing urea transporter ( UT - A1 ) and water channel ( AQP2 ) expression in the inne...
1071,pkc,Chemical,"...alternative signaling pathway , such as PKC - mediated signaling , may be an effect..."
1080,pkca,Chemical,...Our data show that ablation of PKCa preserves AQP2 and UT - A1 protein expr...
1080,aqp2,Chemical,...ta show that ablation of PKCa preserves AQP2 and UT - A1 protein expression and loca...
1088,cyp3a4,Chemical,...e most documented cytochrome P450 3A4 ( CYP3A4 ) inhibitor to cause an adverse interac...
1092,cyp3a4,Chemical,...ase the risk of myopathy or inhibit the CYP3A4 enzyme ....
1093,troponin,Chemical,...Our case suggests that troponin elevation could be associated with stat...
1100,butyrylcholinesterase,Chemical,...Low activity of patient plasma butyrylcholinesterase with butyrylthiocholine ( BTC ) and ben...
1130,dibenzothiazepine,Chemical,"...OBJECTIVE : Quetiapine is a dibenzothiazepine derivative , similar to clozapine , whi..."
1147,lacnp,Disease,...port describes the case of a woman with LACNP that developed after a steroid injectio...
1151,apoptosis,Disease,... - 2 expression besides of necrosis and apoptosis of tubular cells on 24 h ....
1151,protein,Chemical,"...e and in the urinary excretion of total protein , glucose , sodium , neutrophil gelatin..."
1151,ngal,Chemical,...hil gelatinase - associated lipocalin ( NGAL ) and N - acetyl b - D - glucosaminidas...
1151,nag,Chemical,"...nd N - acetyl b - D - glucosaminidase ( NAG ), upregulation of kidney injury molecu..."
1160,pesticide,Chemical,...Incidence of solid tumours among pesticide applicators exposed to the organophosph...
1163,pesticide,Chemical,...METHODS : Male pesticide applicators in Iowa and North Carolina ...
1197,pce,Chemical,"...However , whether PCE could induce glomerulosclerosis and its..."
1198,pce,Chemical,...lomerulosclerosis in adult offspring by PCE and its intrauterine programming mechan...
1199,pce,Chemical,"...A rat model of IUGR was established by PCE , male fetuses and adult offspring at t..."
1200,pce,Chemical,...that the adult offspring kidneys in the PCE group exhibited glomerulosclerosis as w...
1200,protein,Chemical,...ed levels of serum creatinine and urine protein ....
1201,pce,Chemical,"...ssion in adult offspring was reduced by PCE , whereas the renal angiotensin II rece..."
1204,pce,Chemical,"...ions in fetal kidneys were inhibited by PCE , associated with the repression of the..."
1204,gdnf,Chemical,... - line - derived neurotrophic factor ( GDNF )/ tyrosine kinase receptor ( c - Ret )...
1205,pce,Chemical,...These results demonstrated that PCE could induce dysplasia of fetal kidneys...
1205,at2r,Chemical,...the low functional programming of renal AT2R might mediate the developmental origin ...
1215,carcinogen,Disease,"... herbicide , is classified as a Group C carcinogen by the U ...."
1252,dystrophic,Disease,...muscle tissue ; and finally because the dystrophic injurious agent is certainly not the la...
1253,pregnancy,Disease,...al risks due to warfarin therapy during pregnancy ....
1266,blood,Chemical,...Similar reductions occurred in standing blood pressure and there was no evidence of p...
1269,tachyphylaxis,Disease,...resent study was to investigate whether tachyphylaxis occurs during prolonged treatment with ...
1282,hds,Chemical,...adverse effects were also reduced after HDS : tremor ( p less than 0 ....
1286,nervousness,Disease,"... increases in subject - rated anxiety , nervousness , fear , nausea , palpitations , restle..."
1286,fear,Disease,"...subject - rated anxiety , nervousness , fear , nausea , palpitations , restlessness ..."
1296,vip,Chemical,...diomyopathy was induced in eight dogs ; VIP ( by radioimmunoassay ) decreased from ...
1297,vip,Chemical,"...h doxorubicin - induced heart failure , VIP decreased from 31 +/- 7 to 11 +/- 4 pg ..."
1298,vip,Chemical,"...05 ). In addition , VIP content of left ventricular muscle of r..."
1299,vip,Chemical,...The lowest myocardial VIP concentration was found in the hearts o...
1304,vip,Chemical,...ction of this group 62 %+/- 10 %) had a VIP concentration of 14 ....
1307,myocardial,Disease,...05 ). Myocardial catecholamines were also determined in ...
1309,vip,Chemical,... ) between the tissue concentrations of VIP and norepinephrine...
1334,oxytocics,Chemical,"...enta removal , five cases of additional oxytocics administration and five cases of blood ..."
1387,psychopathology,Disease,"...TS : There were no group differences in psychopathology or "" eyes task "" performance , but the ..."
1392,cocaine,Chemical,...lcers associated with aerosolized crack cocaine use ....
1396,cocaine,Chemical,...th corneal ulcers associated with crack cocaine use were reviewed ....
1397,antibiotic,Chemical,...d to the hospital for intensive topical antibiotic treatment ....
1402,cocaine,Chemical,...CONCLUSIONS : Aerosolized crack cocaine use can be associated with the developm...
1429,hd,Chemical,...ort a case of acute renal failure after HD - MTX therapy in a patient with ileosto...
1436,antithrombotic,Chemical,...ling data on MB frequency stratified by antithrombotic use in cohorts with ICH and ischemic st...
1436,antithrombotic,Chemical,...to compare the presence of MB in :( 1 ) antithrombotic users vs nonantithrombotic users with I...
1436,antithrombotic,Chemical,...nonantithrombotic users with ICH ;( 2 ) antithrombotic users vs nonusers with IS / TIA ; and (...
1436,antithrombotic,Chemical,... ) ICH vs ischemic events stratified by antithrombotic use ....
1471,prolactin,Chemical,...on test in hyperprolactinemia : loss of prolactin response in anatomic or functional stal...
1475,prolactin,Chemical,...Prolactin responses to verapamil in 65 female pat...
1481,prolactin,Chemical,...ermined by peak percent change in basal prolactin levels ( PRL ). RESULTS : Verapamil sig...
1482,prl,Chemical,"...8 , PRL : 183 %), macroprolactinoma ( N ...."
1483,prl,Chemical,"...8 , PRL : 7 %), microprolactinoma ( N ...."
1484,prl,Chemical,"...19 , PRL : 21 %), macroprolactinemia ( N ...."
1485,prl,Chemical,"...23 , PRL : 126 %), but not in pseudoprolactinoma..."
1496,dopaminergic,Chemical,... anatomically or functionally inhibited dopaminergic tonus ) from other causes of hyperprola...
1500,analgesia,Disease,"...ine , naphazoline and xylometazoline on analgesia induced by morphine , codeine , fentany..."
1512,insulin,Chemical,"...Eight received insulin alone , and eight , including two of th..."
1512,insulin,Chemical,"...d eight , including two of the original insulin - only group , were given propranolol a..."
1512,insulin,Chemical,"...only group , were given propranolol and insulin ...."
1513,insulin,Chemical,...In the insulin - group the period of hypoglycaemia was...
1514,insulin,Chemical,...In the propranolol - insulin group there was a significant fall in h...
1515,insulin,Chemical,...pical S - T / T changes occurred in the insulin - group but in none of the propranolol ...
1515,insulin,Chemical,... group but in none of the propranolol - insulin group ....
1531,antibiotics,Chemical,...0 / mm3 ) have shown a poor response to antibiotics ....
1538,neutrophil,Chemical,"...ponse was not influenced by the initial neutrophil count , with a 62 % cure rate for 39 ep..."
1542,bun,Chemical,...5 mg / dl or BUN greater than 50 mg / dl ) occurred in o...
1543,antibiotic,Chemical,...This antibiotic regimen showed both therapeutic efficac...
1546,rebleeding,Disease,... acid ( EACA ) has been used to prevent rebleeding in patients with subarachnoid hemorrhag...
1546,rebleeding,Disease,"...is agent does decrease the frequency of rebleeding , several reports have described thromb..."
1548,thrombosis,Disease,...ubtotal infarction of the kidney due to thrombosis of a normal renal artery ....
1548,fibrin,Chemical,...Since intravascular fibrin thrombi are often observed in patients ...
1548,fibrin,Chemical,...ot be implicated in the pathogenesis of fibrin thrombi in patients with disseminated i...
1562,renin,Chemical,...educed plasma catecholamines and plasma renin activity in both recumbent and upright ...
1573,surgery,Disease,... to maintain sleep in adults undergoing surgery under regional local anesthesia ....
1606,hypokalemic,Disease,"..., and sometimes also of sodium , in the hypokalemic but not in the normokalemic patients ...."
1606,normokalemic,Disease,"...ium , in the hypokalemic but not in the normokalemic patients ...."
1624,lesions,Disease,"...ated groups for severity of the induced lesions , changes in heart weight , or heart we..."
1626,antibiotic,Chemical,...Effect of D-Glucarates on basic antibiotic - induced renal damage in rats ....
1627,dextran,Chemical,...minoglycoside antibiotics combined with dextran or of antibiotics only ....
1628,dextran,Chemical,...st renal failure induced by kanamycin - dextran ....
1629,hexaaldose,Chemical,"...hough to a lesser degree , but not to a hexaaldose , sugar alcohols , substances inthe TCA..."
1632,antibiotics,Chemical,...enal damages induced by different basic antibiotics despite large disparities in administra...
1632,antibiotics,Chemical,...es in administration doses of different antibiotics ....
1640,folate,Chemical,"...le of methotrexate contaminants , local folate deficiency , and cranial irradiation in..."
1686,arrhythmogenicity,Disease,...rogesterone potentiation of bupivacaine arrhythmogenicity in pentobarbital - anesthetized rats an...
1687,arrhythmogenicity,Disease,...f progesterone treatment on bupivacaine arrhythmogenicity in beating rat heart myocyte cultures a...
1692,arrhythmogenicity,Disease,"...Estradiol treatment also increased the arrhythmogenicity of bupivacaine in myocyte cultures , bu..."
1693,arrhythmogenicity,Disease,...ne nor estradiol effects on bupivacaine arrhythmogenicity were potentiated by epinephrine ....
1694,arrhythmogenicity,Disease,...d a significant increase in bupivacaine arrhythmogenicity in intact pentobarbital - anesthetized ...
1700,arrhythmogenicity,Disease,...progesterone can potentiate bupivacaine arrhythmogenicity both in vivo and in vitro ....
1717,anxioselective,Disease,...after the in vivo administration of the anxioselective and anticonvulsant beta-carboline deriv...
1718,anxiolytic,Disease,"...for benzodiazepine receptors possessing anxiolytic and anticonvulsant properties , was eva..."
1718,anticonvulsant,Disease,"...ine receptors possessing anxiolytic and anticonvulsant properties , was evaluated on the funct..."
1719,36cl,Chemical,"...inding , enhanced muscimol - stimulated 36Cl - uptake and reduced the binding of t-[..."
1753,antiparkinsonian,Disease,"...n barrier , reduced the hypotensive and antiparkinsonian effects of levodopa ...."
1792,lipid,Chemical,...rotic vascular disease ). Because ideal lipid targets were not reached ( low - densit...
1792,ldl,Chemical,"...t reached ( low - density lipoprotein ( LDL ) cholesterol less than 130 mg / dl , h..."
1792,hdl,Chemical,"... mg / dl , high - density lipoprotein ( HDL ) cholesterol greater than 35 mg / dl ,..."
1792,hdl,Chemical,"...han 35 mg / dl , or total cholesterol / HDL cholesterol less than 4 ...."
1825,lesion,Disease,...ia nigra ( SNR ) suffers from a massive lesion which may arise from a massive metaboli...
1829,parvalbumin,Chemical,"... - specific calcium - binding protein , parvalbumin , served to detect neuronal damage in S..."
1831,immunoglobulins,Chemical,...emical staining for serum - albumin and immunoglobulins in brain tissue was taken as indicator ...
1834,parvalbumin,Chemical,"...By 2 hours , parvalbumin - staining changed in the central SNR i..."
1839,paraffin,Chemical,"...ls surviving 1 to 5 days , conventional paraffin - sections confirmed the neuronal and g..."
1875,bipolarity,Disease,"...mptomatology , chronicity , psychosis , bipolarity , and secondary onset in the course of ..."
1889,confused,Disease,...n in a long - term care facility became confused after the initiation of misoprostol the...
1896,oxidants,Chemical,...udy was undertaken to determine whether oxidants are associated with the hepatic injury ...
1925,chemotherapy,Chemical,...wer extremities 1 and 6 months after IT chemotherapy was administered ....
1929,it,Chemical,...need for further toxicology research on IT - TSPA...
1974,predialysis,Disease,...Physical activity index and predialysis serum bicarbonate...
1976,antihypertensive,Disease,...Methyldopa is an antihypertensive medication which is available generical...
2043,convulsant,Disease,...Convulsant effect of lindane and regional brain co...
2055,131i,Chemical,...is concluded that in most circumstances 131I is the therapy of choice for hyperthyro...
2062,anticonvulsants,Chemical,"...um and pilocarpine by administration of anticonvulsants prior to pilocarpine , it is more diffi..."
2117,bradycardia,Disease,...heart rate was stable without tachy- or bradycardia ....
2152,pertussis,Disease,...Treatment of lethal pertussis vaccine reaction with histamine H1 anta...
2154,bsa,Chemical,...ter injection of bovine serum albumin ( BSA ) on day + 7 of pertussis immunization ...
2155,bsa,Chemical,...105 animals ( 5 %) died after receiving BSA on day + 7 ( p less than 0 ....
2168,inulin,Chemical,... functional ( urine analysis and [ 3H ] inulin and [ 14C ] p-aminohippuric acid cleara...
2196,myosin,Chemical,... stop the changes in the characteristic myosin isoenzyme pattern of the hypertrophied ...
2247,insulin,Chemical,...Acute insulin treatment normalizes the resistance to ...
2249,insulin,Chemical,...The acute effect of insulin treatment on the earlier reported prote...
2250,insulin,Chemical,"... min after the injection of crystalline insulin , ISO was given subcutaneously and when..."
2256,insulin,Chemical,...The rapid reversion after insulin treatment excludes the possibility that...
2256,insulin,Chemical,... resistance and points towards a direct insulin effect on myocardial catecholamine sens...
2261,convulsant,Disease,"...mg / kg ( 50 - 70 ) converted the non - convulsant dose of pilocarpine , 200 mg / kg , to ..."
2261,convulsant,Disease,"...ose of pilocarpine , 200 mg / kg , to a convulsant one ...."
2271,abnormalities,Disease,...These abnormalities resolved rapidly after initiation of hi...
2281,calcium,Chemical,"...erential effects of 1,4-dihydropyridine calcium channel blockers : therapeutic implicat..."
2287,calcium,Chemical,...Additional members of this group of calcium channel blockers have been studied for ...
2292,protamine,Chemical,...nephrosis by the co - administration of protamine ....
2309,pregnancy,Disease,...It is concluded that advanced pregnancy has a negligible effect on the neurotox...
2325,saline,Chemical,"...y administration of clonidine , but not saline vehicle , caused a dose - dependent dec..."
2430,antihypertensive,Disease,... study of timolol - hydrochlorothiazide antihypertensive therapy ....
2440,analgesic,Chemical,...ible to develop papillary necrosis with analgesic administration ....
2462,cholinergic,Chemical,...ed previous evidence that activation of cholinergic systems promotes catalepsy and that cho...
2462,cholinergic,Chemical,...gic systems promotes catalepsy and that cholinergic mechanisms need to be intact for full e...
2468,cholinergic,Chemical,"...Alternatively , activation of central cholinergic systems could promote catalepsy..."
2506,cc,Chemical,... sclerosis contained significantly more CC than non - sclerotic glomeruli in the s...
2508,cc,Chemical,...Since mesangial CC clearance from the mesangium did not ch...
2508,cc,Chemical,"...nt , we conclude that this preferential CC localization within the lesions is caus..."
2508,cc,Chemical,...n the lesions is caused by an increased CC uptake shortly after injection in appar...
2515,trypsin,Chemical,"...cted by treatment with dithiothreitol , trypsin or heat ...."
2519,nephrotoxicant,Disease,"..., p-aminophenol ( PAP ), a known potent nephrotoxicant , was identified as a metabolite of APA..."
2521,acylamidase,Chemical,"...s(p-nitrophenyl) phosphate ( BNPP ), an acylamidase inhibitor , on APAP and PAP nephrotoxic..."
2545,antimetabolite,Chemical,...These studies suggest that an antimetabolite - induced leukopenia predisposes to sev...
2550,excitation,Disease,...e sensitivity to central depression and excitation revealed that rats were least likely to...
2551,retching,Disease,"...ation , extreme apprehensive behavior , retching , muscle tremors and convulsions ...."
2559,placebo,Chemical,...as reduced from 187 +/- 4 ( SEM ) after placebo to 146 +/- 7 bpm after atenolol and 138...
2585,estrogenic,Chemical,...ns could equilibrate the effects of the estrogenic stimulation on the mammary and endometr...
2607,cytomegalovirus,Disease,...Cytomegalovirus ( CMV ) shedding or serological rises i...
2621,peptides,Chemical,...The maximum effect of the peptides tested was less than that of diazepam ....
2626,salt,Chemical,"...ajor role in the pathogenesis of DOCA - salt hypertension , since the elevation of b..."
2626,salt,Chemical,...treated diabetes insipidus after DOCA - salt treatment ....
2627,avp,Chemical,...levels observed after administration of AVP ....
2635,heart,Disease,...inacrine hydrochloride is toxic for the heart of F - 344 rats ....
2637,dilatation,Disease,...associated with cardiac hypertrophy and dilatation and focal myocardial degeneration ....
2638,congestion,Disease,"...pertrophy with severe acute and chronic congestion of the lungs , liver , and other organs..."
2676,albumin,Chemical,...ulted in albuminuria and very low serum albumin levels ....
2686,albumin,Chemical,"...renal damage led to extremely low serum albumin levels , so ascites and hydrothorax wer..."
2694,anticholinesterases,Chemical,...holine apnoea : attempted reversal with anticholinesterases ....
2695,anticholinesterases,Chemical,...Anticholinesterases were administered in an attempt to anta...
2700,anticholinesterases,Chemical,...It is concluded that anticholinesterases are only partially effective in restori...
2703,lipid,Chemical,...Total extractable myocardial lipid was compared postmortem between a group...
2706,lipids,Chemical,...eration in total extractable myocardial lipids was observed between control dogs and t...
2728,chemotherapy,Chemical,"...8 patients were previously treated with chemotherapy , 1 with radiation , 6 with both chemot..."
2728,chemotherapy,Chemical,"...herapy , 1 with radiation , 6 with both chemotherapy and radiation , and 17 did not have any..."
2737,smoke,Chemical,"...tery in association with hypertension , smoke , and oral contraceptives is reported i..."
2761,prolactin,Chemical,...hour infusion with haloperidol on serum prolactin and luteinizing hormone ( LH ) levels w...
2770,igm,Chemical,...Antibodies suggested to be of the IgM class were detected in all 3 patients w...
2798,hysterosalpingography,Disease,...carmate ) and Hexabrix ( ioxaglate ) in hysterosalpingography ....
2799,hysterosalpingography,Disease,"...Side effects of hysterosalpingography with Dimer-X , Hexabrix , Vasurix polyv..."
2827,anaesthesia,Disease,...d suxamethonium 100 mg for induction of anaesthesia ....
2828,anaesthesia,Chemical,...ed which lasted for two minutes and the anaesthesia were terminated ....
